field_id,timestamp,soil_moisture_vol,soil_temp_c,soil_ec_ds_m,sensor_id
field_001,2023-04-01 00:00:00,0.3599342830602246,18.567049593322654,0.33362868506013654,field_001_3
field_001,2023-04-01 06:00:00,0.3472347139765763,19.261512743969565,0.39499409674476077,field_001_1
field_001,2023-04-01 12:00:00,0.36295377076201385,13.287761118751572,0.2933683126808713,field_001_1
field_001,2023-04-01 18:00:00,0.3804605971281605,12.502933280687314,0.2512735347664679,field_001_1
field_001,2023-04-02 00:00:00,0.3475189043369307,16.590404415671014,0.35535403346434863,field_001_1
field_001,2023-04-02 06:00:00,0.34751923269241386,13.519488613668885,0.2939809418023201,field_001_1
field_001,2023-04-02 12:00:00,0.3837862281415453,17.07495319977833,0.19136652269929816,field_001_3
field_001,2023-04-02 18:00:00,0.3675506664144556,15.784926809065698,0.3423710838575211,field_001_2
field_001,2023-04-03 00:00:00,0.3450139814004551,10.805045184540635,0.27323359070230385,field_001_1
field_001,2023-04-03 06:00:00,0.3652546699908734,19.994793133522514,0.29547333588479197,field_001_3
field_001,2023-04-03 12:00:00,0.34513511526290486,20.739910548818894,0.31659901652845074,field_001_1
field_001,2023-04-03 18:00:00,0.34508887404774896,13.513911458079171,0.3095249839889533,field_001_1
field_001,2023-04-04 00:00:00,0.3614432628532179,14.365216713943822,0.33547259085695197,field_001_2
field_001,2023-04-04 06:00:00,0.31833841252874123,16.38591756592649,0.27822568147150784,field_001_1
field_001,2023-04-04 12:00:00,0.3221056607716365,16.53169176371285,0.3256552899088041,field_001_3
field_001,2023-04-04 18:00:00,0.3453582668370777,17.503954211770264,0.2870226661208041,field_001_3
field_001,2023-04-05 00:00:00,0.33854652009607983,21.734865016520516,0.33694052404437513,field_001_2
field_001,2023-04-05 06:00:00,0.3650880891546738,15.173409717739318,0.33076837420065264,field_001_1
field_001,2023-04-05 12:00:00,0.3406426609923441,13.309359666606104,0.2532280648977702,field_001_3
field_001,2023-04-05 18:00:00,0.3305570684760625,11.566293716177885,0.3542991058087516,field_001_1
field_001,2023-04-06 00:00:00,0.39031334581005667,13.68723951470429,0.2732018277442976,field_001_1
field_001,2023-04-06 06:00:00,0.3564848444218949,15.780648715908656,0.34040288991405726,field_001_1
field_001,2023-04-06 12:00:00,0.3623509345253841,21.26370322508341,0.31836436567006704,field_001_2
